News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Games
2011-09-25 - 2011-10-01,+42%
2011-10-02 - 2011-10-08,+21%
2011-10-09 - 2011-10-15,+26%
2011-10-16 - 2011-10-22,+37%
2011-10-23 - 2011-10-29,+58%
2011-10-30 - 2011-11-05,+58%
2011-11-06 - 2011-11-12,+100%
2011-11-13 - 2011-11-19,+53%
2011-11-20 - 2011-11-26,+47%
2011-11-27 - 2011-12-03,+32%
2011-12-04 - 2011-12-10,+37%
2011-12-11 - 2011-12-17,+37%
2011-12-18 - 2011-12-24,+26%
2011-12-25 - 2011-12-31,+58%
2012-01-01 - 2012-01-07,+21%
2012-01-08 - 2012-01-14,+21%
2012-01-15 - 2012-01-21,+16%
2012-01-22 - 2012-01-28,+21%
2012-01-29 - 2012-02-04,+32%
2012-02-05 - 2012-02-11,+26%
2012-02-12 - 2012-02-18,+37%
2012-02-19 - 2012-02-25,+32%
2012-02-26 - 2012-03-03,+32%
2012-03-04 - 2012-03-10,+58%
2012-03-11 - 2012-03-17,+47%
2012-03-18 - 2012-03-24,+58%
2012-03-25 - 2012-03-31,+316%
2012-04-01 - 2012-04-07,+95%
2012-04-08 - 2012-04-14,+42%
2012-04-15 - 2012-04-21,+32%
2012-04-22 - 2012-04-28,+42%
2012-04-29 - 2012-05-05,+84%
2012-05-06 - 2012-05-12,+53%
2012-05-13 - 2012-05-19,+68%
2012-05-20 - 2012-05-26,+37%
2012-05-27 - 2012-06-02,+42%
2012-06-03 - 2012-06-09,+79%
2012-06-10 - 2012-06-16,+37%
2012-06-17 - 2012-06-23,+37%
2012-06-24 - 2012-06-30,+26%
2012-07-01 - 2012-07-07,+21%
2012-07-08 - 2012-07-14,+21%
2012-07-15 - 2012-07-21,+16%
2012-07-22 - 2012-07-28,+11%
2012-07-29 - 2012-08-04,+16%
2012-08-05 - 2012-08-11,+16%
2012-08-12 - 2012-08-18,+53%
2012-08-19 - 2012-08-25,+37%
2012-08-26 - 2012-09-01,+32%
2012-09-02 - 2012-09-08,+26%
2012-09-09 - 2012-09-15,+32%
2012-09-16 - 2012-09-22,+37%
2012-09-23 - 2012-09-29,+37%
2012-09-30 - 2012-10-06,+32%
2012-10-07 - 2012-10-13,+32%
2012-10-14 - 2012-10-20,+26%
2012-10-21 - 2012-10-27,+26%
2012-10-28 - 2012-11-03,-5%
2012-11-04 - 2012-11-10,+11%
2012-11-11 - 2012-11-17,+37%
2012-11-18 - 2012-11-24,+47%
2012-11-25 - 2012-12-01,+184%
2012-12-02 - 2012-12-08,+26%
2012-12-09 - 2012-12-15,+0%
2012-12-16 - 2012-12-22,+16%
2012-12-23 - 2012-12-29,+53%
2012-12-30 - 2013-01-05,+32%
2013-01-06 - 2013-01-12,+16%
2013-01-13 - 2013-01-19,+26%
2013-01-20 - 2013-01-26,+47%
2013-01-27 - 2013-02-02,+53%
2013-02-03 - 2013-02-09,+63%
2013-02-10 - 2013-02-16,+42%
2013-02-17 - 2013-02-23,+132%
2013-02-24 - 2013-03-02,+47%
2013-03-03 - 2013-03-09,+42%
2013-03-10 - 2013-03-16,+37%
2013-03-17 - 2013-03-23,+58%
2013-03-24 - 2013-03-30,+105%
2013-03-31 - 2013-04-06,+47%
2013-04-07 - 2013-04-13,+21%
2013-04-14 - 2013-04-20,-11%
2013-04-21 - 2013-04-27,+16%
2013-04-28 - 2013-05-04,+68%
2013-05-05 - 2013-05-11,+37%
2013-05-12 - 2013-05-18,+74%
2013-05-19 - 2013-05-25,+168%
2013-05-26 - 2013-06-01,+42%
2013-06-02 - 2013-06-08,+37%
2013-06-09 - 2013-06-15,+142%
2013-06-16 - 2013-06-22,+42%
2013-06-23 - 2013-06-29,+21%
2013-06-30 - 2013-07-06,+32%
2013-07-07 - 2013-07-13,+21%
2013-07-14 - 2013-07-20,+26%
2013-07-21 - 2013-07-27,+32%
2013-07-28 - 2013-08-03,+42%
2013-08-04 - 2013-08-10,+84%
2013-08-11 - 2013-08-17,+53%
2013-08-18 - 2013-08-24,+79%
2013-08-25 - 2013-08-31,+42%
2013-09-01 - 2013-09-07,+58%
2013-09-08 - 2013-09-14,+37%
2013-09-15 - 2013-09-21,+132%
2013-09-22 - 2013-09-28,+74%
2013-09-29 - 2013-10-05,+89%
2013-10-06 - 2013-10-12,+42%
2013-10-13 - 2013-10-19,+53%
2013-10-20 - 2013-10-26,+47%
2013-10-27 - 2013-11-02,+47%
2013-11-03 - 2013-11-09,+79%
2013-11-10 - 2013-11-16,+137%
2013-11-17 - 2013-11-23,+147%
2013-11-24 - 2013-11-30,+105%
2013-12-01 - 2013-12-07,+47%
2013-12-08 - 2013-12-14,+79%
2013-12-15 - 2013-12-21,+116%
2013-12-22 - 2013-12-28,+68%
2013-12-29 - 2014-01-04,+37%
2014-01-05 - 2014-01-11,+32%
2014-01-12 - 2014-01-18,+26%
2014-01-19 - 2014-01-25,+37%
2014-01-26 - 2014-02-01,+42%
2014-02-02 - 2014-02-08,+32%
2014-02-09 - 2014-02-15,+47%
2014-02-16 - 2014-02-22,+53%
2014-02-23 - 2014-03-01,+37%
2014-03-02 - 2014-03-08,+32%
2014-03-09 - 2014-03-15,+26%
2014-03-16 - 2014-03-22,+32%
2014-03-23 - 2014-03-29,+26%
2014-03-30 - 2014-04-05,+26%
2014-04-06 - 2014-04-12,+32%
2014-04-13 - 2014-04-19,+32%
2014-04-20 - 2014-04-26,+32%
2014-04-27 - 2014-05-03,+58%
2014-05-04 - 2014-05-10,+42%
2014-05-11 - 2014-05-17,+26%
2014-05-18 - 2014-05-24,+37%
2014-05-25 - 2014-05-31,+32%
2014-06-01 - 2014-06-07,+47%
2014-06-08 - 2014-06-14,+68%
2014-06-15 - 2014-06-21,+32%
2014-06-22 - 2014-06-28,+21%
2014-06-29 - 2014-07-05,+32%
2014-07-06 - 2014-07-12,+16%
2014-07-13 - 2014-07-19,+21%
2014-07-20 - 2014-07-26,+26%
2014-07-27 - 2014-08-02,+21%
2014-08-03 - 2014-08-09,+26%
2014-08-10 - 2014-08-16,+26%
2014-08-17 - 2014-08-23,+26%
2014-08-24 - 2014-08-30,+26%
2014-08-31 - 2014-09-06,+21%
2014-09-07 - 2014-09-13,+21%
2014-09-14 - 2014-09-20,+16%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
xbox,100
games,70
ps3,45
ps4,45
playstation,40
wii,40
powerball,40
lottery,40
game,35
xbox one,35
gta,30
xbox 360,30
mega millions,30
nintendo,25
kentucky derby,25
wii u,20
call of duty,20
pokemon,20
grand theft auto,20
gta 5,15



Rising searches
gta 5,Breakout
ps4,Breakout
skyrim,Breakout
wii u,Breakout
xbox one,Breakout
diablo,+3,700%
playstation 4,+3,450%
kentucky derby,+2,700%
gta,+1,750%
modern warfare,+1,500%



