News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Online Communities
2014-02-02 - 2014-02-08,+204%
2014-02-09 - 2014-02-15,+184%
2014-02-16 - 2014-02-22,+216%
2014-02-23 - 2014-03-01,+176%
2014-03-02 - 2014-03-08,+192%
2014-03-09 - 2014-03-15,+180%
2014-03-16 - 2014-03-22,+168%
2014-03-23 - 2014-03-29,+236%
2014-03-30 - 2014-04-05,+192%
2014-04-06 - 2014-04-12,+196%
2014-04-13 - 2014-04-19,+212%
2014-04-20 - 2014-04-26,+212%
2014-04-27 - 2014-05-03,+224%
2014-05-04 - 2014-05-10,+196%
2014-05-11 - 2014-05-17,+200%
2014-05-18 - 2014-05-24,+208%
2014-05-25 - 2014-05-31,+212%
2014-06-01 - 2014-06-07,+200%
2014-06-08 - 2014-06-14,+200%
2014-06-15 - 2014-06-21,+200%
2014-06-22 - 2014-06-28,+192%
2014-06-29 - 2014-07-05,+256%
2014-07-06 - 2014-07-12,+188%
2014-07-13 - 2014-07-19,+184%
2014-07-20 - 2014-07-26,+212%
2014-07-27 - 2014-08-02,+224%
2014-08-03 - 2014-08-09,+208%
2014-08-10 - 2014-08-16,+188%
2014-08-17 - 2014-08-23,+204%
2014-08-24 - 2014-08-30,+192%
2014-08-31 - 2014-09-06,+204%
2014-09-07 - 2014-09-13,+176%
2014-09-14 - 2014-09-20,+180%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
facebook,100
facebook facebook,100
twitter,20
login facebook,10
myspace,5
tumblr,5
twitter tips,5
women,5
linkedin,5
zuckerberg,0
dating,0
pirate bay,0
social media,0
mark zuckerberg,0
face,0
wallpaper,0
face book,0
russian,0
facebook.com,0
images,0



Rising searches
login facebook,Breakout
social media,Breakout
tumblr,Breakout
twitter,Breakout
twitter tips,Breakout
mark zuckerberg,+550%
zuckerberg,+350%
facebook,+300%
linkedin,+300%
facebook facebook,+250%



