News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Health
2012-04-29 - 2012-05-05,+85%
2012-05-06 - 2012-05-12,+85%
2012-05-13 - 2012-05-19,+77%
2012-05-20 - 2012-05-26,+77%
2012-05-27 - 2012-06-02,+77%
2012-06-03 - 2012-06-09,+77%
2012-06-10 - 2012-06-16,+77%
2012-06-17 - 2012-06-23,+92%
2012-06-24 - 2012-06-30,+85%
2012-07-01 - 2012-07-07,+54%
2012-07-08 - 2012-07-14,+69%
2012-07-15 - 2012-07-21,+69%
2012-07-22 - 2012-07-28,+62%
2012-07-29 - 2012-08-04,+62%
2012-08-05 - 2012-08-11,+62%
2012-08-12 - 2012-08-18,+85%
2012-08-19 - 2012-08-25,+85%
2012-08-26 - 2012-09-01,+69%
2012-09-02 - 2012-09-08,+69%
2012-09-09 - 2012-09-15,+77%
2012-09-16 - 2012-09-22,+77%
2012-09-23 - 2012-09-29,+85%
2012-09-30 - 2012-10-06,+92%
2012-10-07 - 2012-10-13,+92%
2012-10-14 - 2012-10-20,+92%
2012-10-21 - 2012-10-27,+77%
2012-10-28 - 2012-11-03,+62%
2012-11-04 - 2012-11-10,+108%
2012-11-11 - 2012-11-17,+115%
2012-11-18 - 2012-11-24,+77%
2012-11-25 - 2012-12-01,+108%
2012-12-02 - 2012-12-08,+123%
2012-12-09 - 2012-12-15,+85%
2012-12-16 - 2012-12-22,+85%
2012-12-23 - 2012-12-29,+69%
2012-12-30 - 2013-01-05,+62%
2013-01-06 - 2013-01-12,+131%
2013-01-13 - 2013-01-19,+92%
2013-01-20 - 2013-01-26,+108%
2013-01-27 - 2013-02-02,+85%
2013-02-03 - 2013-02-09,+69%
2013-02-10 - 2013-02-16,+85%
2013-02-17 - 2013-02-23,+115%
2013-02-24 - 2013-03-02,+85%
2013-03-03 - 2013-03-09,+92%
2013-03-10 - 2013-03-16,+62%
2013-03-17 - 2013-03-23,+77%
2013-03-24 - 2013-03-30,+62%
2013-03-31 - 2013-04-06,+146%
2013-04-07 - 2013-04-13,+85%
2013-04-14 - 2013-04-20,+69%
2013-04-21 - 2013-04-27,+92%
2013-04-28 - 2013-05-04,+92%
2013-05-05 - 2013-05-11,+115%
2013-05-12 - 2013-05-18,+92%
2013-05-19 - 2013-05-25,+92%
2013-05-26 - 2013-06-01,+77%
2013-06-02 - 2013-06-08,+85%
2013-06-09 - 2013-06-15,+69%
2013-06-16 - 2013-06-22,+62%
2013-06-23 - 2013-06-29,+54%
2013-06-30 - 2013-07-06,+46%
2013-07-07 - 2013-07-13,+62%
2013-07-14 - 2013-07-20,+62%
2013-07-21 - 2013-07-27,+69%
2013-07-28 - 2013-08-03,+92%
2013-08-04 - 2013-08-10,+77%
2013-08-11 - 2013-08-17,+85%
2013-08-18 - 2013-08-24,+85%
2013-08-25 - 2013-08-31,+85%
2013-09-01 - 2013-09-07,+85%
2013-09-08 - 2013-09-14,+77%
2013-09-15 - 2013-09-21,+69%
2013-09-22 - 2013-09-28,+92%
2013-09-29 - 2013-10-05,+92%
2013-10-06 - 2013-10-12,+92%
2013-10-13 - 2013-10-19,+85%
2013-10-20 - 2013-10-26,+100%
2013-10-27 - 2013-11-02,+85%
2013-11-03 - 2013-11-09,+92%
2013-11-10 - 2013-11-16,+85%
2013-11-17 - 2013-11-23,+85%
2013-11-24 - 2013-11-30,+62%
2013-12-01 - 2013-12-07,+62%
2013-12-08 - 2013-12-14,+77%
2013-12-15 - 2013-12-21,+69%
2013-12-22 - 2013-12-28,+69%
2013-12-29 - 2014-01-04,+146%
2014-01-05 - 2014-01-11,+115%
2014-01-12 - 2014-01-18,+100%
2014-01-19 - 2014-01-25,+92%
2014-01-26 - 2014-02-01,+77%
2014-02-02 - 2014-02-08,+92%
2014-02-09 - 2014-02-15,+77%
2014-02-16 - 2014-02-22,+77%
2014-02-23 - 2014-03-01,+92%
2014-03-02 - 2014-03-08,+92%
2014-03-09 - 2014-03-15,+62%
2014-03-16 - 2014-03-22,+62%
2014-03-23 - 2014-03-29,+85%
2014-03-30 - 2014-04-05,+92%
2014-04-06 - 2014-04-12,+85%
2014-04-13 - 2014-04-19,+85%
2014-04-20 - 2014-04-26,+92%
2014-04-27 - 2014-05-03,+77%
2014-05-04 - 2014-05-10,+77%
2014-05-11 - 2014-05-17,+62%
2014-05-18 - 2014-05-24,+69%
2014-05-25 - 2014-05-31,+69%
2014-06-01 - 2014-06-07,+69%
2014-06-08 - 2014-06-14,+54%
2014-06-15 - 2014-06-21,+62%
2014-06-22 - 2014-06-28,+54%
2014-06-29 - 2014-07-05,+54%
2014-07-06 - 2014-07-12,+69%
2014-07-13 - 2014-07-19,+54%
2014-07-20 - 2014-07-26,+85%
2014-07-27 - 2014-08-02,+138%
2014-08-03 - 2014-08-09,+192%
2014-08-10 - 2014-08-16,+100%
2014-08-17 - 2014-08-23,+123%
2014-08-24 - 2014-08-30,+108%
2014-08-31 - 2014-09-06,+100%
2014-09-07 - 2014-09-13,+108%
2014-09-14 - 2014-09-20,+108%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
marijuana,100
health,95
flu,80
cancer,75
medical,45
swine flu,45
health care,40
hospital,35
ebola,30
disease,30
hiv,20
healthcare,20
vaccine,20
injury,20
autism,20
swine flu symptoms,20
diabetes,20
drugs,15
cannabis,15
peanut butter,15



Rising searches
peanut recall,Breakout
swine flu,Breakout
swine flu symptoms,Breakout
peanut butter,+1,900%
cannabis,+600%
weed,+500%
ebola,+200%
influenza,+200%
marijuana,+140%
flu,+130%



