YouTube Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Internet & Telecom
2010-03-21 - 2010-03-27,+70%
2010-03-28 - 2010-04-03,+65%
2010-04-04 - 2010-04-10,+65%
2010-04-11 - 2010-04-17,+60%
2010-04-18 - 2010-04-24,+65%
2010-04-25 - 2010-05-01,+65%
2010-05-02 - 2010-05-08,+57%
2010-05-09 - 2010-05-15,+60%
2010-05-16 - 2010-05-22,+55%
2010-05-23 - 2010-05-29,+52%
2010-05-30 - 2010-06-05,+60%
2010-06-06 - 2010-06-12,+90%
2010-06-13 - 2010-06-19,+65%
2010-06-20 - 2010-06-26,+90%
2010-06-27 - 2010-07-03,+80%
2010-07-04 - 2010-07-10,+73%
2010-07-11 - 2010-07-17,+73%
2010-07-18 - 2010-07-24,+68%
2010-07-25 - 2010-07-31,+60%
2010-08-01 - 2010-08-07,+70%
2010-08-08 - 2010-08-14,+63%
2010-08-15 - 2010-08-21,+60%
2010-08-22 - 2010-08-28,+63%
2010-08-29 - 2010-09-04,+52%
2010-09-05 - 2010-09-11,+55%
2010-09-12 - 2010-09-18,+50%
2010-09-19 - 2010-09-25,+50%
2010-09-26 - 2010-10-02,+52%
2010-10-03 - 2010-10-09,+52%
2010-10-10 - 2010-10-16,+57%
2010-10-17 - 2010-10-23,+52%
2010-10-24 - 2010-10-30,+50%
2010-10-31 - 2010-11-06,+50%
2010-11-07 - 2010-11-13,+50%
2010-11-14 - 2010-11-20,+48%
2010-11-21 - 2010-11-27,+50%
2010-11-28 - 2010-12-04,+50%
2010-12-05 - 2010-12-11,+50%
2010-12-12 - 2010-12-18,+52%
2010-12-19 - 2010-12-25,+57%
2010-12-26 - 2011-01-01,+63%
2011-01-02 - 2011-01-08,+60%
2011-01-09 - 2011-01-15,+70%
2011-01-16 - 2011-01-22,+73%
2011-01-23 - 2011-01-29,+65%
2011-01-30 - 2011-02-05,+68%
2011-02-06 - 2011-02-12,+70%
2011-02-13 - 2011-02-19,+65%
2011-02-20 - 2011-02-26,+68%
2011-02-27 - 2011-03-05,+65%
2011-03-06 - 2011-03-12,+60%
2011-03-13 - 2011-03-19,+52%
2011-03-20 - 2011-03-26,+63%
2011-03-27 - 2011-04-02,+55%
2011-04-03 - 2011-04-09,+52%
2011-04-10 - 2011-04-16,+52%
2011-04-17 - 2011-04-23,+52%
2011-04-24 - 2011-04-30,+63%
2011-05-01 - 2011-05-07,+55%
2011-05-08 - 2011-05-14,+55%
2011-05-15 - 2011-05-21,+55%
2011-05-22 - 2011-05-28,+52%
2011-05-29 - 2011-06-04,+55%
2011-06-05 - 2011-06-11,+55%
2011-06-12 - 2011-06-18,+55%
2011-06-19 - 2011-06-25,+57%
2011-06-26 - 2011-07-02,+57%
2011-07-03 - 2011-07-09,+52%
2011-07-10 - 2011-07-16,+52%
2011-07-17 - 2011-07-23,+48%
2011-07-24 - 2011-07-30,+45%
2011-07-31 - 2011-08-06,+43%
2011-08-07 - 2011-08-13,+45%
2011-08-14 - 2011-08-20,+48%
2011-08-21 - 2011-08-27,+43%
2011-08-28 - 2011-09-03,+45%
2011-09-04 - 2011-09-10,+45%
2011-09-11 - 2011-09-17,+45%
2011-09-18 - 2011-09-24,+48%
2011-09-25 - 2011-10-01,+50%
2011-10-02 - 2011-10-08,+68%
2011-10-09 - 2011-10-15,+60%
2011-10-16 - 2011-10-22,+57%
2011-10-23 - 2011-10-29,+45%
2011-10-30 - 2011-11-05,+48%
2011-11-06 - 2011-11-12,+43%
2011-11-13 - 2011-11-19,+45%
2011-11-20 - 2011-11-26,+52%
2011-11-27 - 2011-12-03,+55%
2011-12-04 - 2011-12-10,+50%
2011-12-11 - 2011-12-17,+55%
2011-12-18 - 2011-12-24,+60%
2011-12-25 - 2011-12-31,+65%
2012-01-01 - 2012-01-07,+52%
2012-01-08 - 2012-01-14,+57%
2012-01-15 - 2012-01-21,+55%
2012-01-22 - 2012-01-28,+55%
2012-01-29 - 2012-02-04,+50%
2012-02-05 - 2012-02-11,+60%
2012-02-12 - 2012-02-18,+48%
2012-02-19 - 2012-02-25,+57%
2012-02-26 - 2012-03-03,+60%
2012-03-04 - 2012-03-10,+57%
2012-03-11 - 2012-03-17,+63%
2012-03-18 - 2012-03-24,+57%
2012-03-25 - 2012-03-31,+52%
2012-04-01 - 2012-04-07,+63%
2012-04-08 - 2012-04-14,+55%
2012-04-15 - 2012-04-21,+65%
2012-04-22 - 2012-04-28,+73%
2012-04-29 - 2012-05-05,+73%
2012-05-06 - 2012-05-12,+80%
2012-05-13 - 2012-05-19,+83%
2012-05-20 - 2012-05-26,+70%
2012-05-27 - 2012-06-02,+75%
2012-06-03 - 2012-06-09,+77%
2012-06-10 - 2012-06-16,+77%
2012-06-17 - 2012-06-23,+77%
2012-06-24 - 2012-06-30,+80%
2012-07-01 - 2012-07-07,+77%
2012-07-08 - 2012-07-14,+75%
2012-07-15 - 2012-07-21,+73%
2012-07-22 - 2012-07-28,+70%
2012-07-29 - 2012-08-04,+77%
2012-08-05 - 2012-08-11,+73%
2012-08-12 - 2012-08-18,+68%
2012-08-19 - 2012-08-25,+65%
2012-08-26 - 2012-09-01,+57%
2012-09-02 - 2012-09-08,+65%
2012-09-09 - 2012-09-15,+135%
2012-09-16 - 2012-09-22,+123%
2012-09-23 - 2012-09-29,+117%
2012-09-30 - 2012-10-06,+75%
2012-10-07 - 2012-10-13,+65%
2012-10-14 - 2012-10-20,+60%
2012-10-21 - 2012-10-27,+55%
2012-10-28 - 2012-11-03,+68%
2012-11-04 - 2012-11-10,+63%
2012-11-11 - 2012-11-17,+60%
2012-11-18 - 2012-11-24,+73%
2012-11-25 - 2012-12-01,+77%
2012-12-02 - 2012-12-08,+68%
2012-12-09 - 2012-12-15,+63%
2012-12-16 - 2012-12-22,+68%
2012-12-23 - 2012-12-29,+68%
2012-12-30 - 2013-01-05,+63%
2013-01-06 - 2013-01-12,+65%
2013-01-13 - 2013-01-19,+65%
2013-01-20 - 2013-01-26,+52%
2013-01-27 - 2013-02-02,+55%
2013-02-03 - 2013-02-09,+70%
2013-02-10 - 2013-02-16,+52%
2013-02-17 - 2013-02-23,+63%
2013-02-24 - 2013-03-02,+52%
2013-03-03 - 2013-03-09,+57%
2013-03-10 - 2013-03-16,+65%
2013-03-17 - 2013-03-23,+60%
2013-03-24 - 2013-03-30,+73%
2013-03-31 - 2013-04-06,+80%
2013-04-07 - 2013-04-13,+77%
2013-04-14 - 2013-04-20,+65%
2013-04-21 - 2013-04-27,+63%
2013-04-28 - 2013-05-04,+73%
2013-05-05 - 2013-05-11,+73%
2013-05-12 - 2013-05-18,+77%
2013-05-19 - 2013-05-25,+77%
2013-05-26 - 2013-06-01,+83%
2013-06-02 - 2013-06-08,+98%
2013-06-09 - 2013-06-15,+83%
2013-06-16 - 2013-06-22,+85%
2013-06-23 - 2013-06-29,+73%
2013-06-30 - 2013-07-06,+63%
2013-07-07 - 2013-07-13,+75%
2013-07-14 - 2013-07-20,+68%
2013-07-21 - 2013-07-27,+70%
2013-07-28 - 2013-08-03,+65%
2013-08-04 - 2013-08-10,+65%
2013-08-11 - 2013-08-17,+65%
2013-08-18 - 2013-08-24,+63%
2013-08-25 - 2013-08-31,+57%
2013-09-01 - 2013-09-07,+65%
2013-09-08 - 2013-09-14,+70%
2013-09-15 - 2013-09-21,+77%
2013-09-22 - 2013-09-28,+80%
2013-09-29 - 2013-10-05,+68%
2013-10-06 - 2013-10-12,+68%
2013-10-13 - 2013-10-19,+60%
2013-10-20 - 2013-10-26,+60%
2013-10-27 - 2013-11-02,+63%
2013-11-03 - 2013-11-09,+70%
2013-11-10 - 2013-11-16,+68%
2013-11-17 - 2013-11-23,+57%
2013-11-24 - 2013-11-30,+55%
2013-12-01 - 2013-12-07,+60%
2013-12-08 - 2013-12-14,+50%
2013-12-15 - 2013-12-21,+55%
2013-12-22 - 2013-12-28,+63%
2013-12-29 - 2014-01-04,+65%
2014-01-05 - 2014-01-11,+63%
2014-01-12 - 2014-01-18,+52%
2014-01-19 - 2014-01-25,+57%
2014-01-26 - 2014-02-01,+52%
2014-02-02 - 2014-02-08,+52%
2014-02-09 - 2014-02-15,+55%
2014-02-16 - 2014-02-22,+55%
2014-02-23 - 2014-03-01,+68%
2014-03-02 - 2014-03-08,+65%
2014-03-09 - 2014-03-15,+60%
2014-03-16 - 2014-03-22,+65%
2014-03-23 - 2014-03-29,+73%
2014-03-30 - 2014-04-05,+70%
2014-04-06 - 2014-04-12,+63%
2014-04-13 - 2014-04-19,+57%
2014-04-20 - 2014-04-26,+60%
2014-04-27 - 2014-05-03,+50%
2014-05-04 - 2014-05-10,+57%
2014-05-11 - 2014-05-17,+55%
2014-05-18 - 2014-05-24,+55%
2014-05-25 - 2014-05-31,+63%
2014-06-01 - 2014-06-07,+60%
2014-06-08 - 2014-06-14,+57%
2014-06-15 - 2014-06-21,+60%
2014-06-22 - 2014-06-28,+63%
2014-06-29 - 2014-07-05,+63%
2014-07-06 - 2014-07-12,+68%
2014-07-13 - 2014-07-19,+93%
2014-07-20 - 2014-07-26,+73%
2014-07-27 - 2014-08-02,+70%
2014-08-03 - 2014-08-09,+70%
2014-08-10 - 2014-08-16,+70%
2014-08-17 - 2014-08-23,+70%
2014-08-24 - 2014-08-30,+63%
2014-08-31 - 2014-09-06,+77%
2014-09-07 - 2014-09-13,+150%
2014-09-14 - 2014-09-20,+113%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
iphone,100
orange,35
samsung,35
htc,35
orange annoying,30
blackberry,25
android,25
iphone 5,20
iphone 4,20
voice,20
google,20
the voice,15
unboxing,15
cydia,15
cat daddy,15
takes a tumble,10
verizon,10
nexus,10
payphone,10
iphone 3g,10



Rising searches
cat daddy,Breakout
cydia,Breakout
iphone 4,Breakout
iphone 5,Breakout
orange annoying,Breakout
the voice,+2,150%
orange,+1,500%
android,+1,200%
voice,+450%
unboxing,+350%



