News Search interest
United States; Jan 2008 - Sep 2014

Interest over time
Week,Law & Government
2009-09-06 - 2009-09-12,-3%
2009-09-13 - 2009-09-19,-13%
2009-09-20 - 2009-09-26,+0%
2009-09-27 - 2009-10-03,-8%
2009-10-04 - 2009-10-10,-13%
2009-10-11 - 2009-10-17,-10%
2009-10-18 - 2009-10-24,-13%
2009-10-25 - 2009-10-31,-10%
2009-11-01 - 2009-11-07,+21%
2009-11-08 - 2009-11-14,+0%
2009-11-15 - 2009-11-21,-15%
2009-11-22 - 2009-11-28,-21%
2009-11-29 - 2009-12-05,+3%
2009-12-06 - 2009-12-12,-21%
2009-12-13 - 2009-12-19,-15%
2009-12-20 - 2009-12-26,-23%
2009-12-27 - 2010-01-02,-33%
2010-01-03 - 2010-01-09,-28%
2010-01-10 - 2010-01-16,-23%
2010-01-17 - 2010-01-23,-15%
2010-01-24 - 2010-01-30,-5%
2010-01-31 - 2010-02-06,-18%
2010-02-07 - 2010-02-13,-23%
2010-02-14 - 2010-02-20,-26%
2010-02-21 - 2010-02-27,-13%
2010-02-28 - 2010-03-06,+0%
2010-03-07 - 2010-03-13,-10%
2010-03-14 - 2010-03-20,-5%
2010-03-21 - 2010-03-27,+28%
2010-03-28 - 2010-04-03,-3%
2010-04-04 - 2010-04-10,-18%
2010-04-11 - 2010-04-17,-3%
2010-04-18 - 2010-04-24,-13%
2010-04-25 - 2010-05-01,-15%
2010-05-02 - 2010-05-08,-10%
2010-05-09 - 2010-05-15,+0%
2010-05-16 - 2010-05-22,-13%
2010-05-23 - 2010-05-29,-13%
2010-05-30 - 2010-06-05,-5%
2010-06-06 - 2010-06-12,+5%
2010-06-13 - 2010-06-19,-5%
2010-06-20 - 2010-06-26,+13%
2010-06-27 - 2010-07-03,+23%
2010-07-04 - 2010-07-10,+0%
2010-07-11 - 2010-07-17,-10%
2010-07-18 - 2010-07-24,+23%
2010-07-25 - 2010-07-31,+33%
2010-08-01 - 2010-08-07,+23%
2010-08-08 - 2010-08-14,+13%
2010-08-15 - 2010-08-21,+10%
2010-08-22 - 2010-08-28,-13%
2010-08-29 - 2010-09-04,+5%
2010-09-05 - 2010-09-11,-8%
2010-09-12 - 2010-09-18,-8%
2010-09-19 - 2010-09-25,+3%
2010-09-26 - 2010-10-02,-10%
2010-10-03 - 2010-10-09,+3%
2010-10-10 - 2010-10-16,-3%
2010-10-17 - 2010-10-23,-8%
2010-10-24 - 2010-10-30,-13%
2010-10-31 - 2010-11-06,+33%
2010-11-07 - 2010-11-13,+0%
2010-11-14 - 2010-11-20,+5%
2010-11-21 - 2010-11-27,-10%
2010-11-28 - 2010-12-04,+8%
2010-12-05 - 2010-12-11,+8%
2010-12-12 - 2010-12-18,+13%
2010-12-19 - 2010-12-25,-10%
2010-12-26 - 2011-01-01,-28%
2011-01-02 - 2011-01-08,-8%
2011-01-09 - 2011-01-15,+0%
2011-01-16 - 2011-01-22,-10%
2011-01-23 - 2011-01-29,+3%
2011-01-30 - 2011-02-05,-18%
2011-02-06 - 2011-02-12,-15%
2011-02-13 - 2011-02-19,-5%
2011-02-20 - 2011-02-26,-5%
2011-02-27 - 2011-03-05,-10%
2011-03-06 - 2011-03-12,-23%
2011-03-13 - 2011-03-19,+8%
2011-03-20 - 2011-03-26,-5%
2011-03-27 - 2011-04-02,-5%
2011-04-03 - 2011-04-09,+10%
2011-04-10 - 2011-04-16,+3%
2011-04-17 - 2011-04-23,-15%
2011-04-24 - 2011-04-30,+5%
2011-05-01 - 2011-05-07,+8%
2011-05-08 - 2011-05-14,-18%
2011-05-15 - 2011-05-21,-21%
2011-05-22 - 2011-05-28,-18%
2011-05-29 - 2011-06-04,-18%
2011-06-05 - 2011-06-11,-15%
2011-06-12 - 2011-06-18,-15%
2011-06-19 - 2011-06-25,-5%
2011-06-26 - 2011-07-02,-8%
2011-07-03 - 2011-07-09,-10%
2011-07-10 - 2011-07-16,-18%
2011-07-17 - 2011-07-23,-23%
2011-07-24 - 2011-07-30,-15%
2011-07-31 - 2011-08-06,-13%
2011-08-07 - 2011-08-13,-8%
2011-08-14 - 2011-08-20,-18%
2011-08-21 - 2011-08-27,-33%
2011-08-28 - 2011-09-03,-31%
2011-09-04 - 2011-09-10,-23%
2011-09-11 - 2011-09-17,-21%
2011-09-18 - 2011-09-24,-21%
2011-09-25 - 2011-10-01,-15%
2011-10-02 - 2011-10-08,-10%
2011-10-09 - 2011-10-15,-21%
2011-10-16 - 2011-10-22,-13%
2011-10-23 - 2011-10-29,-13%
2011-10-30 - 2011-11-05,-18%
2011-11-06 - 2011-11-12,-15%
2011-11-13 - 2011-11-19,-23%
2011-11-20 - 2011-11-26,-26%
2011-11-27 - 2011-12-03,-23%
2011-12-04 - 2011-12-10,-18%
2011-12-11 - 2011-12-17,-23%
2011-12-18 - 2011-12-24,-18%
2011-12-25 - 2011-12-31,-31%
2012-01-01 - 2012-01-07,-21%
2012-01-08 - 2012-01-14,-23%
2012-01-15 - 2012-01-21,-31%
2012-01-22 - 2012-01-28,-13%
2012-01-29 - 2012-02-04,-21%
2012-02-05 - 2012-02-11,-18%
2012-02-12 - 2012-02-18,-28%
2012-02-19 - 2012-02-25,-23%
2012-02-26 - 2012-03-03,-26%
2012-03-04 - 2012-03-10,-26%
2012-03-11 - 2012-03-17,-26%
2012-03-18 - 2012-03-24,-21%
2012-03-25 - 2012-03-31,-15%
2012-04-01 - 2012-04-07,-15%
2012-04-08 - 2012-04-14,-15%
2012-04-15 - 2012-04-21,-13%
2012-04-22 - 2012-04-28,-15%
2012-04-29 - 2012-05-05,-21%
2012-05-06 - 2012-05-12,-21%
2012-05-13 - 2012-05-19,-18%
2012-05-20 - 2012-05-26,-23%
2012-05-27 - 2012-06-02,-18%
2012-06-03 - 2012-06-09,-18%
2012-06-10 - 2012-06-16,-21%
2012-06-17 - 2012-06-23,-15%
2012-06-24 - 2012-06-30,+0%
2012-07-01 - 2012-07-07,-28%
2012-07-08 - 2012-07-14,-28%
2012-07-15 - 2012-07-21,-21%
2012-07-22 - 2012-07-28,-31%
2012-07-29 - 2012-08-04,-36%
2012-08-05 - 2012-08-11,-36%
2012-08-12 - 2012-08-18,-23%
2012-08-19 - 2012-08-25,-23%
2012-08-26 - 2012-09-01,-31%
2012-09-02 - 2012-09-08,-23%
2012-09-09 - 2012-09-15,-33%
2012-09-16 - 2012-09-22,-31%
2012-09-23 - 2012-09-29,-31%
2012-09-30 - 2012-10-06,-23%
2012-10-07 - 2012-10-13,-26%
2012-10-14 - 2012-10-20,-31%
2012-10-21 - 2012-10-27,-28%
2012-10-28 - 2012-11-03,-46%
2012-11-04 - 2012-11-10,-10%
2012-11-11 - 2012-11-17,-21%
2012-11-18 - 2012-11-24,-38%
2012-11-25 - 2012-12-01,-31%
2012-12-02 - 2012-12-08,-31%
2012-12-09 - 2012-12-15,-23%
2012-12-16 - 2012-12-22,-21%
2012-12-23 - 2012-12-29,-23%
2012-12-30 - 2013-01-05,-13%
2013-01-06 - 2013-01-12,-31%
2013-01-13 - 2013-01-19,-28%
2013-01-20 - 2013-01-26,-26%
2013-01-27 - 2013-02-02,-21%
2013-02-03 - 2013-02-09,-15%
2013-02-10 - 2013-02-16,-26%
2013-02-17 - 2013-02-23,-18%
2013-02-24 - 2013-03-02,-13%
2013-03-03 - 2013-03-09,-21%
2013-03-10 - 2013-03-16,-23%
2013-03-17 - 2013-03-23,-15%
2013-03-24 - 2013-03-30,-13%
2013-03-31 - 2013-04-06,-21%
2013-04-07 - 2013-04-13,-23%
2013-04-14 - 2013-04-20,-13%
2013-04-21 - 2013-04-27,-26%
2013-04-28 - 2013-05-04,-26%
2013-05-05 - 2013-05-11,-13%
2013-05-12 - 2013-05-18,-23%
2013-05-19 - 2013-05-25,-31%
2013-05-26 - 2013-06-01,-26%
2013-06-02 - 2013-06-08,-10%
2013-06-09 - 2013-06-15,+5%
2013-06-16 - 2013-06-22,-8%
2013-06-23 - 2013-06-29,+3%
2013-06-30 - 2013-07-06,-23%
2013-07-07 - 2013-07-13,-15%
2013-07-14 - 2013-07-20,+5%
2013-07-21 - 2013-07-27,-21%
2013-07-28 - 2013-08-03,-23%
2013-08-04 - 2013-08-10,-28%
2013-08-11 - 2013-08-17,-36%
2013-08-18 - 2013-08-24,-33%
2013-08-25 - 2013-08-31,-44%
2013-09-01 - 2013-09-07,-41%
2013-09-08 - 2013-09-14,-38%
2013-09-15 - 2013-09-21,-31%
2013-09-22 - 2013-09-28,-33%
2013-09-29 - 2013-10-05,-10%
2013-10-06 - 2013-10-12,-26%
2013-10-13 - 2013-10-19,-23%
2013-10-20 - 2013-10-26,-33%
2013-10-27 - 2013-11-02,-36%
2013-11-03 - 2013-11-09,-31%
2013-11-10 - 2013-11-16,-36%
2013-11-17 - 2013-11-23,-28%
2013-11-24 - 2013-11-30,-49%
2013-12-01 - 2013-12-07,-44%
2013-12-08 - 2013-12-14,-33%
2013-12-15 - 2013-12-21,-31%
2013-12-22 - 2013-12-28,-51%
2013-12-29 - 2014-01-04,-46%
2014-01-05 - 2014-01-11,-38%
2014-01-12 - 2014-01-18,-31%
2014-01-19 - 2014-01-25,-36%
2014-01-26 - 2014-02-01,-23%
2014-02-02 - 2014-02-08,-36%
2014-02-09 - 2014-02-15,-36%
2014-02-16 - 2014-02-22,-33%
2014-02-23 - 2014-03-01,-23%
2014-03-02 - 2014-03-08,-36%
2014-03-09 - 2014-03-15,-41%
2014-03-16 - 2014-03-22,-44%
2014-03-23 - 2014-03-29,-38%
2014-03-30 - 2014-04-05,-33%
2014-04-06 - 2014-04-12,-33%
2014-04-13 - 2014-04-19,-44%
2014-04-20 - 2014-04-26,-41%
2014-04-27 - 2014-05-03,-38%
2014-05-04 - 2014-05-10,-38%
2014-05-11 - 2014-05-17,-41%
2014-05-18 - 2014-05-24,-36%
2014-05-25 - 2014-05-31,-36%
2014-06-01 - 2014-06-07,-33%
2014-06-08 - 2014-06-14,-33%
2014-06-15 - 2014-06-21,-38%
2014-06-22 - 2014-06-28,-36%
2014-06-29 - 2014-07-05,-38%
2014-07-06 - 2014-07-12,-44%
2014-07-13 - 2014-07-19,-41%
2014-07-20 - 2014-07-26,-38%
2014-07-27 - 2014-08-02,-41%
2014-08-03 - 2014-08-09,-38%
2014-08-10 - 2014-08-16,-36%
2014-08-17 - 2014-08-23,-26%
2014-08-24 - 2014-08-30,-41%
2014-08-31 - 2014-09-06,-44%
2014-09-07 - 2014-09-13,-44%
2014-09-14 - 2014-09-20,-46%
2014-09-21 - 2014-09-27, 
2014-09-28 - 2014-10-04, 



Top searches
obama,100
immigration,45
police,35
court,30
unemployment,25
shooting,20
supreme court,20
barack obama,20
murder,15
immigration reform,15
senate,15
stimulus,15
budget,15
government,10
health care,10
navy,10
bush,10
military,10
unemployment extension,10
fire,10



Rising searches
madoff,Breakout
stimulus,Breakout
unemployment extension,Breakout
zimmerman,Breakout
unemployment,+1,700%
immigration reform,+900%
budget,+300%
mapquest,+150%
obama,+150%
navy,+80%



